input_file_id,hashname,input_file,timestamp
1,981485cf3bd20fc7ee6339641d1fedb6fec1d370,<seed_entry>,1705583188.148055
2,61a74a43f25c6466f330a2d3b40461746e695171,<seed_entry>,1705583188.148055
3,4dbb7031e0c6b6eae992539fecd6d522bd0ff147,<seed_entry>,1705583188.148055
4,ae38de2884b5eb9b170a01bd0f77c4ffb4fed94a,"id:5899,fuzzer:darwin,instance:0,orig:id:002502,seed:000000,src:000308+002475,op:splice,rep:16,+cov",1705583858.8350868
5,2d0315148144499cc4aa70c19ab6b69cef64c770,"id:3143,fuzzer:lafintel,instance:0,orig:id:000480,src:000000+000094,time:5236,execs:14685,op:splice,rep:3",1705583389.9273927
6,739ddd1b51be4ae4af611a1aff8f9dae0426c49f,"id:3420,fuzzer:lafintel,instance:0,orig:id:000301,src:000000,time:1420,execs:4050,op:havoc,rep:1",1705583389.947393
7,fa96138cd10d208d89b7a3082e74e93ff7432512,"id:2240,fuzzer:redqueen,instance:0,orig:id:000200,src:000001,time:301,execs:2308,op:havoc,rep:4",1705583228.854021
8,257d4b38733323b0cf9998dc1046061e8649cc69,"id:6848,fuzzer:fairfuzz,instance:0,orig:id:003739,src:003004,op:havoc,rep:16",1705584006.0681398
9,f60a8a213cc80778a22f28f8b48553cf9ac2d345,"id:5478,fuzzer:fairfuzz,instance:0,orig:id:002440,src:001285,op:havoc,rep:64,+cov",1705583765.0182798
10,a94a6d665507cf658e0d953a0dce59df544a602e,"id:1725,fuzzer:darwin,instance:0,orig:id:000487,seed:000000,src:000000+000418,op:splice,rep:64",1705583220.1939483
11,3b4b88c3083eaba811e1cfe752327bfb3db0741e,"id:2295,fuzzer:mopt,instance:0,orig:id:000305,src:000001,time:620,execs:4725,op:MOpt_havoc,rep:2,+cov",1705583239.5621133
12,d208c41993f5b252c6eae1d7b82940f8ef25a25a,"id:1484,fuzzer:darwin,instance:0,orig:id:000437,seed:000000,src:000000,op:havoc,rep:32,+cov",1705583220.177948
13,f98e733b87874d06d07b1fda48ec6c1f31c24d2f,"id:2995,fuzzer:radamsa,instance:0,orig:id:000072,src:000001+000036,time:6409,execs:634,op:radamsa-mutator.so,pos:0",1705583381.411328
14,d9f76488c1cc923ae3d5eaea39fe2cdd0d775163,"id:4302,fuzzer:aflfast,instance:0,orig:id:001455,src:000060,op:havoc,rep:64",1705583443.7758026
15,054fd23706294b9c9cfa173bc74479e50d3cb8ad,"id:3821,fuzzer:redqueen,instance:0,orig:id:001199,src:000375,time:182560,execs:24713,op:colorization,rep:4",1705583414.927583
16,c95e8f7021f6fd65a01d83e42b0ea9140917052c,"id:2141,fuzzer:redqueen,instance:0,orig:id:000156,src:000001,time:208,execs:1558,op:havoc,rep:4",1705583228.8460212
