input_file_id,hashname,input_file,timestamp
1,88ba282f837f5d99a6793f36e5d1fdf164ae5f58,<seed_entry>,1705757126.41675
2,c21bc78a260f241be3348c8e351ead2ba7e10211,"id:816,fuzzer:radamsa,instance:0,orig:id:000108,src:000000+000050,time:31478,execs:15735,op:havoc,rep:6",1705757174.2612326
3,58fd8c70d7bf2fd003620beb4e585e2d926dead5,"id:2,fuzzer:afl,instance:0,orig:id:000078,src:000000,op:havoc,rep:32",1705757128.9890065
4,00e8c158c6fb27092d8dbd688c82d04dcdc96609,"id:271,fuzzer:fairfuzz,instance:0,orig:id:000098,src:000000,op:havoc,rep:8",1705757133.5610301
5,61291503c81b46cca18fefecd6509f5103cef5c1,"id:1350,fuzzer:mopt,instance:0,orig:id:000466,src:000341+000339,time:235263,execs:98068,op:MOpt_splice,rep:2",1705757373.6589057
6,ef618a956e7bc9b834c0062c392eda1deccb9495,"id:1290,fuzzer:lafintel,instance:0,orig:id:000454,src:000243+000303,time:193068,execs:18246,op:splice,rep:12",1705757369.3588605
7,f2234daa8caaaf085b7208ad4ca29797abfb2e24,"id:158,fuzzer:aflfast,instance:0,orig:id:000023,src:000000,op:havoc,rep:8",1705757131.2730184
8,407ec82b6831c73de5c7c6021adbb22d179213e6,"id:985,fuzzer:lafintel,instance:0,orig:id:000145,src:000000,time:380,execs:10503,op:havoc,rep:4",1705757176.7372253
9,f173c2d169b51b6f18b887cc3540c25b41aefb91,"id:1378,fuzzer:aflfast,instance:0,orig:id:000486,src:000035+000436,op:splice,rep:16",1705757374.5629153
10,0178efe4f411b5d5f72c4dcb64606a42139ebe7e,"id:1723,fuzzer:radamsa,instance:0,orig:id:000683,src:000180+000101,time:319590,execs:101920,op:radamsa-mutator.so,rep:4",1705757592.2095294
11,0cec98d0d7d3f0b3b4c322580341da029cc81c61,"id:1626,fuzzer:lafintel,instance:0,orig:id:000643,src:000053+000579,time:259343,execs:42699,op:splice,rep:6",1705757445.087637
12,778ec1b0ac269887f32e0115957f1eea1e1890bb,"id:1284,fuzzer:lafintel,instance:0,orig:id:000452,src:000243+000303,time:193049,execs:18109,op:splice,rep:14",1705757369.3548605
13,417bf0f170f296f8092bd39d2d92ef3a8402f79d,"id:1363,fuzzer:mopt,instance:0,orig:id:000462,src:000341+000277,time:235138,execs:95050,op:MOpt_splice,rep:4",1705757373.6589057
14,d1be6933f688fcfc29f2111028b4ea27ddd6a1e7,"id:605,fuzzer:mopt,instance:0,orig:id:000148,src:000000,time:715,execs:16166,op:MOpt_havoc,rep:16,+cov",1705757139.8690631
15,ce206b45c59e05879ba9b469bbc236c9e466e380,"id:1266,fuzzer:redqueen,instance:0,orig:id:000344,src:000067,time:232266,execs:22666,op:havoc,rep:7",1705757368.642853
16,a9b8c50007de759024943dfc7d2b9bf6323e8926,"id:1206,fuzzer:radamsa,instance:0,orig:id:000338,src:000049+000047,time:156333,execs:57788,op:radamsa-mutator.so,rep:2",1705757363.226796
17,ac1937565af68156716109e80fe5873b193edd82,"id:889,fuzzer:radamsa,instance:0,orig:id:000170,src:000000+000050,time:31744,execs:22276,op:havoc,rep:5,+cov",1705757174.2652326
18,c5bb401f13a96cb3235f7f95f1ca534afad61e5a,"id:803,fuzzer:radamsa,instance:0,orig:id:000131,src:000000+000050,time:31541,execs:17134,op:havoc,rep:7",1705757174.2612326
19,1ed613b98983ae9c875b1079a64226c5ddc641a3,"id:1247,fuzzer:redqueen,instance:0,orig:id:000350,src:000067,time:232349,execs:24621,op:havoc,rep:13",1705757368.6388528
20,588bd014bf6f3922e03617cc98093140b639c412,"id:1970,fuzzer:lafintel,instance:0,orig:id:000931,src:000112+000917,time:728508,execs:952360,op:splice,rep:13",1705757923.1896503
21,9fca8e5be1ee9c883b2d1ae5debe099327649730,"id:143,fuzzer:aflfast,instance:0,orig:id:000034,src:000000,op:havoc,rep:8,+cov",1705757131.2730184
22,4b1dc975af4d091a1bc6a6805a161a91d5436b3d,"id:1232,fuzzer:aflfast,instance:0,orig:id:000354,src:000029+000306,op:splice,rep:32",1705757367.0188358
23,25cb7f70134ff999ba85543238f58f817bdb768b,"id:1320,fuzzer:darwin,instance:0,orig:id:000323,seed:000000,src:000008+000166,op:splice,rep:4,+cov",1705757372.0388887
24,ca4aaffa230272841a1dd438a2b3c8a93831d667,"id:1447,fuzzer:honggfuzz,instance:0,orig:03858e3688f79dccd4a4ce4cc99cd00b.0000001d.honggfuzz.cov",1705757389.9670777
25,8f3ac0a92d9cbba254c8d046784042a581178c91,"id:414,fuzzer:darwin,instance:0,orig:id:000011,seed:000000,src:000000,op:havoc,rep:16,+cov",1705757135.3690395
26,bcc8d67693a4adac54ad7678ac9d88bd1c131e13,"id:915,fuzzer:radamsa,instance:0,orig:id:000041,src:000000+000027,time:10435,execs:5167,op:radamsa-mutator.so,pos:0",1705757174.2652326
27,94103a90594e649768d88fce6dd8437189fadcf5,"id:1570,fuzzer:darwin,instance:0,orig:id:000444,seed:000000,src:000068,op:havoc,rep:4",1705757432.5075
28,136f455b2a5e595829d5f7b9aeff45fb9310020d,"id:1358,fuzzer:mopt,instance:0,orig:id:000447,src:000341,time:234671,execs:83794,op:MOpt_havoc,rep:8",1705757373.6589057
29,71627f582aab1cff8c8c49c9e648a5470519367a,"id:1914,fuzzer:afl,instance:0,orig:id:000775,src:000384+000711,op:splice,rep:8",1705757898.8773544
30,2e1f42702616881dd6bd20aa69fcd95fc7940089,"id:1983,fuzzer:lafintel,instance:0,orig:id:000950,src:000097+000842,time:735195,execs:1039292,op:splice,rep:2",1705757923.1896503
31,5a68a021a9252c9a3e4c94b02d3708a3dea73b01,"id:736,fuzzer:radamsa,instance:0,orig:id:000156,src:000000+000050,time:31667,execs:20403,op:havoc,rep:6,+cov",1705757174.2572324
32,0f2458141841db32363ffee57dcc99cc0a5031ee,"id:332,fuzzer:fairfuzz,instance:0,orig:id:000042,src:000000,op:havoc,rep:128",1705757133.5650303
33,d8dbe301727b92233a2e03c8b4cd3132e115ebaa,"id:579,fuzzer:mopt,instance:0,orig:id:000120,src:000000,time:395,execs:9511,op:MOpt_havoc,rep:8,+cov",1705757139.8690631
34,43f185c27ffb47d3c235f7a26e8f554a0c755cd8,"id:301,fuzzer:fairfuzz,instance:0,orig:id:000119,src:000000,op:havoc,rep:16,+cov",1705757133.5650303
35,7b314e9fb64f35d2287b94cd7236076c87553c89,"id:91,fuzzer:afl,instance:0,orig:id:000115,src:000000,op:havoc,rep:64",1705757129.0290067
