input_file_id,hashname,input_file,timestamp
1,88ba282f837f5d99a6793f36e5d1fdf164ae5f58,<seed_entry>,1705583006.00984
2,ee2a2133b881c3cef04fa625d444248e1dcd3699,"id:1014,fuzzer:redqueen,instance:0,orig:id:000341,src:000000,time:809,execs:13316,op:havoc,rep:9,+cov",1705583034.1495516
3,1865d88fed772f0d0b0f83c10741ae04cd755f57,"id:403,fuzzer:aflfast,instance:0,orig:id:000011,src:000000,op:havoc,rep:8,+cov",1705583023.5694325
4,768e86a79e081a0eb23689c9965ae5524d5e5af2,"id:370,fuzzer:aflfast,instance:0,orig:id:000181,src:000000,op:havoc,rep:32",1705583023.5694325
5,fc4e9f7a8ce0d07d605d7b2e18b98c2e20705976,"id:1035,fuzzer:redqueen,instance:0,orig:id:000243,src:000000,time:404,execs:6824,op:havoc,rep:12",1705583034.1535516
6,faa0abd8489f4115158fc3cdb68f550a5cc8ea5d,"id:918,fuzzer:redqueen,instance:0,orig:id:000203,src:000000,time:293,execs:4916,op:havoc,rep:7",1705583034.1455514
7,894de046354041faf90dc6cdc0ca22dd9d8be9e6,"id:4456,fuzzer:lafintel,instance:0,orig:id:002075,src:002047,time:285100,execs:517412,op:havoc,rep:4,+cov",1705583440.3948395
8,06339b8eff81a7d51fac5857b21901bd8a6c8563,"id:599,fuzzer:fairfuzz,instance:0,orig:id:000209,src:000000,op:havoc,rep:64",1705583027.8614798
9,19af50fc08c93c4e00b47ac1218a5893e0b18543,"id:1493,fuzzer:radamsa,instance:0,orig:id:000290,src:000000+000059,time:25072,execs:17197,op:havoc,rep:7",1705583070.3739507
10,8d775ae48f5c8e26a8ceff7f4dfce4a07359b244,"id:2479,fuzzer:mopt,instance:0,orig:id:000870,src:000734,time:149857,execs:58208,op:MOpt_havoc,rep:16",1705583189.3752491
11,32b71e45315558f6ad7b529f731174234043a8f6,"id:436,fuzzer:fairfuzz,instance:0,orig:id:000041,src:000000,op:havoc,rep:128,+cov",1705583027.8454797
12,30ee169ead992fd2ddc832c551a2313938349fc7,"id:3941,fuzzer:lafintel,instance:0,orig:id:001708,src:001537+001455,time:232043,execs:241297,op:splice,rep:3",1705583348.8693023
13,5f5e6626c322cf2ef2335689f6b5902fd3ee6084,"id:4529,fuzzer:lafintel,instance:0,orig:id:002251,src:001857+001814,time:317475,execs:761086,op:splice,rep:1",1705583440.3988395
14,9ae63dc0631d74bfff94654390520c342d75aae4,"id:4724,fuzzer:lafintel,instance:0,orig:id:002512,src:002494,time:493886,execs:1437364,op:havoc,rep:3",1705583599.7253087
15,7b95d06c16c43cda5f8fa6eaa887a8f4caa43a12,"id:890,fuzzer:redqueen,instance:0,orig:id:000113,src:000000,time:80,execs:1087,op:havoc,rep:9",1705583034.1455514
16,1812dbc5bbfd09ee6a36af77067df9d495ae18c3,"id:1218,fuzzer:mopt,instance:0,orig:id:000276,src:000000,time:1092,execs:23037,op:MOpt_havoc,rep:16",1705583040.7536268
17,3a6501def64ff196fae70812e58ac7c69d6757d3,"id:2996,fuzzer:honggfuzz,instance:0,orig:2804edb30f66d85b97e80da7d4768183.0000003f.honggfuzz.cov",1705583254.3722067
18,8e36e94f22634f590491b6df64b00f0ad14b9ef8,"id:2132,fuzzer:mopt,instance:0,orig:id:000575,src:000113+000558,time:64328,execs:39195,op:MOpt_splice,rep:8,+cov",1705583103.6182897
19,48df07e0219d5601a080cf01372ed097de80ba99,"id:1344,fuzzer:mopt,instance:0,orig:id:000122,src:000000,time:110,execs:1589,op:MOpt_havoc,rep:16,+cov",1705583040.765627
20,7b0241fbe460068f1cd579d6b701357587484278,"id:4864,fuzzer:afl,instance:0,orig:id:001774,src:000527+001105,op:splice,rep:2",1705583633.7098243
21,c73000bc86d17a9330dfe3903ab78c773a322404,"id:1189,fuzzer:mopt,instance:0,orig:id:000078,src:000000,time:49,execs:636,op:MOpt_havoc,rep:2",1705583040.7536268
22,ecc30866fff9942d18c4a727a68c4bee50ad248c,"id:3580,fuzzer:lafintel,instance:0,orig:id:001147,src:000958,time:210730,execs:38095,op:havoc,rep:2",1705583348.845302
23,0d70d14a8dedd20803185d93a824810f21cd61a4,"id:2357,fuzzer:radamsa,instance:0,orig:id:000757,src:000245+000520,time:108224,execs:83759,op:radamsa-mutator.so,rep:5",1705583183.2311773
24,78218e133657d09320e1433b0014083e2967c9ed,"id:4264,fuzzer:lafintel,instance:0,orig:id:001601,src:001207,time:227716,execs:208668,op:havoc,rep:2",1705583348.8893027
25,71e579e2c114bdb6912cbaf58cf1343d2a23f817,"id:105,fuzzer:afl,instance:0,orig:id:000207,src:000000,op:havoc,rep:128,+cov",1705583019.7333968
26,71bcd049bd6c0f17189019bc4a126eead221cc5c,"id:2632,fuzzer:honggfuzz,instance:0,orig:3003a65aee5229094a868f87788011fd.00000014.honggfuzz.cov",1705583248.3801038
27,534a2db0efac1833d0f6b00ca0f95a2b7d761741,"id:2260,fuzzer:radamsa,instance:0,orig:id:000653,src:000421+000026,time:67981,execs:50546,op:radamsa-mutator.so,rep:2",1705583129.2065673
28,61ad3555f93f3b47eaeb61ee29d35f45e7de58de,"id:3491,fuzzer:lafintel,instance:0,orig:id:001043,src:000096+000456,time:208920,execs:25064,op:splice,rep:2",1705583348.841302
29,d96912cd2cf3457cf59ac197a79ec9db3557588c,"id:4644,fuzzer:lafintel,instance:0,orig:id:002546,src:002456,time:515870,execs:1582158,op:havoc,rep:1",1705583599.7173085
30,9fb5f7dc460409b71cd9aa707c110767a47bd5ee,"id:3645,fuzzer:lafintel,instance:0,orig:id:001352,src:001295,time:218835,execs:120485,op:havoc,rep:7",1705583348.849302
31,c32743010152e9ef7af9f5e6b2adb279d90c61f2,"id:3978,fuzzer:lafintel,instance:0,orig:id:001548,src:001300,time:224834,execs:176820,op:havoc,rep:2",1705583348.8733025
32,4afa80e921ed3ea1759c29a868401c3fc666b70e,"id:3810,fuzzer:lafintel,instance:0,orig:id:001335,src:001284,time:217991,execs:111249,op:havoc,rep:3",1705583348.8613021
33,a3b50e4886f24d0613d4962d18b9b6e30347df18,"id:1059,fuzzer:redqueen,instance:0,orig:id:000045,src:000000,time:25,execs:270,op:havoc,rep:15",1705583034.1535516
34,007cc3bf2136f65ee28f3924a1063a6219dee42f,"id:379,fuzzer:aflfast,instance:0,orig:id:000124,src:000000,op:havoc,rep:128",1705583023.5694325
35,01ce7020a09e2da4c080937cde665d4332abf54f,"id:4667,fuzzer:lafintel,instance:0,orig:id:002385,src:000540+002244,time:391195,execs:1128972,op:splice,rep:2",1705583599.7213085
36,2950301fb97ae0ed17c32ac273caa3a8cba3186a,"id:4511,fuzzer:lafintel,instance:0,orig:id:002269,src:002196,time:324028,execs:817449,op:havoc,rep:2,+cov",1705583440.3988395
37,038a2659008e40d86bf5c2cf9ee50da0c6374d30,"id:199,fuzzer:afl,instance:0,orig:id:000182,src:000000,op:havoc,rep:64,+cov",1705583019.7893972
38,0f39761ea6c00cdf563fcfdeed37cbe92c2e0b24,"id:3058,fuzzer:honggfuzz,instance:0,orig:e5131c4d191d59de005e9db0bcf75cfa.00000039.honggfuzz.cov",1705583254.3722067
39,5dc583e27bf4bef200239ddd1140a86dada7fda9,"id:2258,fuzzer:radamsa,instance:0,orig:id:000687,src:000421+000186,time:79132,execs:64025,op:radamsa-mutator.so,rep:2",1705583129.2065673
